Source;Target;Weight;Type
EN_1912_Cather,Willa_Alexander'sBridge_Novel;EN_1894_Freeman,MaryWilkins_Pembroke_Novel;1;undirected
EN_1912_Cather,Willa_Alexander'sBridge_Novel;EN_1903_Norris,Frank_ThePit_Novel;2;undirected
EN_1912_Cather,Willa_Alexander'sBridge_Novel;EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;3;undirected
EN_1912_Cather,Willa_Alexander'sBridge_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;1;undirected
EN_1912_Dreiser,Theodore_TheFinancier_Novel;EN_1848_Gaskell,Elizabeth_MaryBarton_Novel;2;undirected
EN_1912_Dreiser,Theodore_TheFinancier_Novel;EN_1854_Gaskell,Elizabeth_NorthandSouth_Novel;1;undirected
EN_1912_Dreiser,Theodore_TheFinancier_Novel;EN_1900_Dreiser,Theodore_SisterCarrie_Novel;6;undirected
EN_1913_Lawrence,D.H._SonsandLovers_Novel;EN_1876_Twain,Mark_TheAdventuresofTomSawyer_Novel;2;undirected
EN_1913_Lawrence,D.H._SonsandLovers_Novel;EN_1894_Freeman,MaryWilkins_Pembroke_Novel;4;undirected
EN_1913_Lawrence,D.H._SonsandLovers_Novel;EN_1917_Webb,Mary_GonetoEart_Novel;6;undirected
EN_1913_Lawrence,D.H._SonsandLovers_Novel;EN_1927_Woolf,Virginia_TotheLighthouse_Novel;2;undirected
EN_1913_Lawrence,D.H._SonsandLovers_Novel;EN_1930_Mansfield,Katherine_TheAloe_Novel;1;undirected
EN_1915_Ford,FordMadox_TheGoodSoldier_Novel;EN_1876_Trollope,FrancesEleanor_ACharmingFellow_Novel;1;undirected
EN_1915_Ford,FordMadox_TheGoodSoldier_Novel;EN_1884_Lyall,Edna_WeTwo_Novel;2;undirected
EN_1915_Ford,FordMadox_TheGoodSoldier_Novel;EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;3;undirected
EN_1916_Joyce,James_APortraitoftheArtistasaYoungMan_Novel;EN_1901_Norris,Frank_TheOctopus_Novel;2;undirected
EN_1916_Joyce,James_APortraitoftheArtistasaYoungMan_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;1;undirected
EN_1916_Joyce,James_APortraitoftheArtistasaYoungMan_Novel;EN_1922_Joyce,James_Ulysses_Novel;6;undirected
EN_1917_Cahan,Abraham_TheRiseofDavidLevinsky_Novel;EN_1918_Lewis,Sinclai_TheJob_Novel;2;undirected
EN_1917_Cahan,Abraham_TheRiseofDavidLevinsky_Novel;EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;1;undirected
EN_1917_Cahan,Abraham_TheRiseofDavidLevinsky_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;3;undirected
EN_1917_Lewis,Sinclair_TheInnocents_Novel;EN_1918_Lewis,Sinclai_TheJob_Novel;6;undirected
EN_1917_Lewis,Sinclair_TheInnocents_Novel;EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;4;undirected
EN_1917_Lewis,Sinclair_TheInnocents_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;1;undirected
EN_1917_Webb,Mary_GonetoEart_Novel;EN_1902_Bellamy,Edward_Eleonora_Novel;2;undirected
EN_1917_Webb,Mary_GonetoEart_Novel;EN_1913_Lawrence,D.H._SonsandLovers_Novel;6;undirected
EN_1917_Webb,Mary_GonetoEart_Novel;EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;1;undirected
EN_1917_Webb,Mary_GonetoEart_Novel;EN_1925_Woolf,Virginia_Mrs.Dalloway_Novel;2;undirected
EN_1917_Webb,Mary_GonetoEart_Novel;EN_1930_Mansfield,Katherine_TheAloe_Novel;3;undirected
EN_1918_Lewis,Sinclai_TheJob_Novel;EN_1917_Cahan,Abraham_TheRiseofDavidLevinsky_Novel;2;undirected
EN_1918_Lewis,Sinclai_TheJob_Novel;EN_1917_Lewis,Sinclair_TheInnocents_Novel;6;undirected
EN_1918_Lewis,Sinclai_TheJob_Novel;EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;2;undirected
EN_1918_Lewis,Sinclai_TheJob_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;1;undirected
EN_1920_DosPassos,John_ThreeSoldiers_Novel;EN_1895_Crane,Stephen_TheRedBadgeofCourage_Novel;1;undirected
EN_1920_DosPassos,John_ThreeSoldiers_Novel;EN_1901_Norris,Frank_TheOctopus_Novel;3;undirected
EN_1920_DosPassos,John_ThreeSoldiers_Novel;EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;2;undirected
EN_1920_DosPassos,John_ThreeSoldiers_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;1;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1853_Stowe,HarrietBeecher_UncleTom'sCabin_Novel;3;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1900_Kipling,Rudyard_Kim_Novel;3;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1903_Norris,Frank_ThePit_Novel;2;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1912_Cather,Willa_Alexander'sBridge_Novel;3;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1917_Cahan,Abraham_TheRiseofDavidLevinsky_Novel;1;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1917_Lewis,Sinclair_TheInnocents_Novel;4;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1918_Lewis,Sinclai_TheJob_Novel;2;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1920_DosPassos,John_ThreeSoldiers_Novel;2;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;6;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1922_Joyce,James_Ulysses_Novel;1;undirected
EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;EN_1930_Mansfield,Katherine_TheAloe_Novel;2;undirected
EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;EN_1847_Thackeray,William_VanityFair_Novel;2;undirected
EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;1;undirected
EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;EN_1890_Chopin,Kate_AtFault_Novel;3;undirected
EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;EN_1902_Bellamy,Edward_Eleonora_Novel;3;undirected
EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;EN_1905_Wharton,Edith_TheHouseofMirth_Novel;6;undirected
EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;EN_1911_Wharton,Edith_EthanFrome_Novel;3;undirected
EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;EN_1917_Webb,Mary_GonetoEart_Novel;1;undirected
EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;3;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1876_Twain,Mark_TheAdventuresofTomSawyer_Novel;2;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;2;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1890_Chopin,Kate_AtFault_Novel;3;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1895_Crane,Stephen_TheRedBadgeofCourage_Novel;3;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1895_Wells,H.G._TheTimeMachine_Novel;3;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1899_Chopin,Kate_TheAwakening_Novel;2;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1899_Conrad,Joseph_HeartofDarkness_Novel;3;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1901_Norris,Frank_TheOctopus_Novel;4;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1906_Sinclair,Upton_TheJungle_Novel;3;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1911_Wharton,Edith_EthanFrome_Novel;2;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1912_Cather,Willa_Alexander'sBridge_Novel;1;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1916_Joyce,James_APortraitoftheArtistasaYoungMan_Novel;1;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1917_Cahan,Abraham_TheRiseofDavidLevinsky_Novel;3;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1917_Lewis,Sinclair_TheInnocents_Novel;1;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1918_Lewis,Sinclai_TheJob_Novel;1;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1920_DosPassos,John_ThreeSoldiers_Novel;1;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;6;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;3;undirected
EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;EN_1928_Woolf,Virginia_Orlando_Novel;1;undirected
EN_1922_Joyce,James_Ulysses_Novel;EN_1901_Norris,Frank_TheOctopus_Novel;2;undirected
EN_1922_Joyce,James_Ulysses_Novel;EN_1916_Joyce,James_APortraitoftheArtistasaYoungMan_Novel;6;undirected
EN_1922_Joyce,James_Ulysses_Novel;EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;1;undirected
EN_1925_Woolf,Virginia_Mrs.Dalloway_Novel;EN_1906_Sinclair,Upton_TheJungle_Novel;1;undirected
EN_1925_Woolf,Virginia_Mrs.Dalloway_Novel;EN_1917_Webb,Mary_GonetoEart_Novel;2;undirected
EN_1925_Woolf,Virginia_Mrs.Dalloway_Novel;EN_1927_Woolf,Virginia_TotheLighthouse_Novel;6;undirected
EN_1925_Woolf,Virginia_Mrs.Dalloway_Novel;EN_1928_Woolf,Virginia_Orlando_Novel;1;undirected
EN_1927_Woolf,Virginia_TotheLighthouse_Novel;EN_1913_Lawrence,D.H._SonsandLovers_Novel;2;undirected
EN_1927_Woolf,Virginia_TotheLighthouse_Novel;EN_1925_Woolf,Virginia_Mrs.Dalloway_Novel;6;undirected
EN_1927_Woolf,Virginia_TotheLighthouse_Novel;EN_1928_Woolf,Virginia_Orlando_Novel;1;undirected
EN_1928_Woolf,Virginia_Orlando_Novel;EN_1821_Galt,John_AnnalsoftheParish_Novel;3;undirected
EN_1928_Woolf,Virginia_Orlando_Novel;EN_1851_Melville,Hermann_MobyDick_Novel;5;undirected
EN_1928_Woolf,Virginia_Orlando_Novel;EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;3;undirected
EN_1928_Woolf,Virginia_Orlando_Novel;EN_1895_Wells,H.G._TheTimeMachine_Novel;2;undirected
EN_1928_Woolf,Virginia_Orlando_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;1;undirected
EN_1928_Woolf,Virginia_Orlando_Novel;EN_1925_Woolf,Virginia_Mrs.Dalloway_Novel;1;undirected
EN_1928_Woolf,Virginia_Orlando_Novel;EN_1927_Woolf,Virginia_TotheLighthouse_Novel;1;undirected
EN_1930_Mansfield,Katherine_TheAloe_Novel;EN_1913_Lawrence,D.H._SonsandLovers_Novel;1;undirected
EN_1930_Mansfield,Katherine_TheAloe_Novel;EN_1917_Webb,Mary_GonetoEart_Novel;3;undirected
EN_1930_Mansfield,Katherine_TheAloe_Novel;EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;2;undirected
